,0,1,2,3,4,5,6,7,8,9,10,11,12
2091,0,0,0,0,0,0,0,0,0,0,0,f,6
2092,1,0,0,0,0,0,1,1,0,0,0,f,6
2093,2,0,0,0,0,1,0,0,0,0,1,f,6
2094,3,0,0,0,0,1,0,0,0,0,0,f,6
2095,4,0,0,1,1,1,1,0,0,0,1,f,6
2096,5,0,0,0,0,1,0,0,0,0,0,f,6
2097,6,0,0,0,0,1,0,0,0,0,0,f,6
2098,7,0,0,0,0,1,0,0,0,0,0,f,6
2099,8,0,0,1,0,1,0,0,0,0,0,f,6
2100,9,0,0,0,0,0,0,0,0,0,0,f,6
2101,0,0,0,0,0,0,0,0,0,0,0,b,15
2102,1,0,0,1,1,0,0,0,0,0,0,b,15
2103,2,0,0,1,1,0,0,1,0,0,0,b,15
2104,3,0,0,1,0,0,0,0,0,0,0,b,15
2105,4,0,0,1,1,1,1,1,0,0,0,b,15
2106,5,1,0,1,0,0,0,0,1,0,0,b,15
2107,6,0,0,1,0,1,0,1,1,0,0,b,15
2108,7,0,0,0,0,0,1,1,1,1,0,b,15
2109,8,0,0,1,1,1,1,1,0,0,0,b,15
2110,9,0,0,0,0,0,0,1,0,0,0,b,15
2111,0,0,0,0,0,0,0,1,1,0,0,d,8
2112,1,0,0,0,0,0,1,1,1,0,0,d,8
2113,2,0,0,0,0,1,0,0,1,0,0,d,8
2114,3,0,0,0,0,0,0,0,1,0,0,d,8
2115,4,0,0,0,1,1,1,1,1,0,0,d,8
2116,5,0,0,1,0,0,0,0,1,0,1,d,8
2117,6,0,0,1,0,0,0,0,1,0,0,d,8
2118,7,0,0,1,0,0,0,0,1,0,0,d,8
2119,8,0,0,0,1,1,0,0,1,0,0,d,8
2120,9,0,0,0,0,0,0,0,0,0,0,d,8
2121,0,0,0,0,1,0,0,0,0,1,0,f,31
2122,1,0,0,0,0,0,0,1,0,1,0,f,31
2123,2,1,0,0,1,1,0,0,0,0,1,f,31
2124,3,0,0,0,1,1,1,0,1,1,1,f,31
2125,4,0,0,1,1,1,1,1,0,0,1,f,31
2126,5,0,0,0,1,1,0,1,0,0,0,f,31
2127,6,1,0,1,0,1,1,0,0,0,1,f,31
2128,7,1,0,0,0,0,0,0,0,0,1,f,31
2129,8,0,1,0,0,1,1,0,0,0,0,f,31
2130,9,0,1,0,1,0,0,1,1,1,0,f,31
2131,0,1,1,0,0,0,0,0,0,0,0,b,24
2132,1,0,0,1,0,0,0,0,0,1,0,b,24
2133,2,0,0,1,0,1,1,0,0,1,0,b,24
2134,3,1,0,1,0,1,0,0,1,0,0,b,24
2135,4,1,1,1,1,1,1,1,0,1,0,b,24
2136,5,0,0,1,0,0,0,0,0,0,1,b,24
2137,6,1,0,0,0,1,0,0,1,0,1,b,24
2138,7,0,0,1,0,1,1,0,1,0,0,b,24
2139,8,0,0,1,1,0,1,1,0,1,0,b,24
2140,9,0,0,1,0,0,0,0,0,0,1,b,24
2141,0,0,0,0,0,0,0,0,0,0,0,d,3
2142,1,0,0,0,0,0,0,0,1,0,0,d,3
2143,2,0,0,0,0,0,0,0,0,0,0,d,3
2144,3,0,0,0,0,0,0,0,1,0,0,d,3
2145,4,1,0,0,1,1,1,1,1,0,0,d,3
2146,5,0,0,1,0,0,0,0,1,0,1,d,3
2147,6,0,0,1,0,0,0,0,1,0,0,d,3
2148,7,0,0,1,0,0,0,0,1,0,0,d,3
2149,8,0,0,0,1,1,1,1,1,0,0,d,3
2150,9,0,0,0,0,0,0,0,0,0,0,d,3
2151,0,0,0,0,0,0,0,0,0,0,0,f,7
2152,1,0,0,0,0,0,1,1,0,0,0,f,7
2153,2,0,0,0,0,1,0,0,0,0,1,f,7
2154,3,0,0,0,0,1,0,0,1,0,1,f,7
2155,4,0,0,1,1,1,1,1,0,0,0,f,7
2156,5,0,0,0,0,1,0,0,0,1,0,f,7
2157,6,0,0,0,0,1,0,0,0,0,0,f,7
2158,7,0,0,0,0,1,0,0,0,0,0,f,7
2159,8,0,1,0,0,1,0,1,0,0,0,f,7
2160,9,0,0,0,0,0,0,0,0,1,0,f,7
2161,0,1,0,0,1,0,1,0,0,0,0,b,17
2162,1,0,0,1,0,0,0,0,0,0,1,b,17
2163,2,0,0,1,0,0,0,0,0,0,0,b,17
2164,3,0,0,1,1,0,0,0,0,0,0,b,17
2165,4,1,0,1,1,1,1,1,0,0,0,b,17
2166,5,0,0,0,0,0,0,0,0,0,0,b,17
2167,6,0,0,1,0,0,0,0,1,1,0,b,17
2168,7,1,0,1,0,0,0,0,1,0,0,b,17
2169,8,0,0,1,1,1,1,1,0,0,1,b,17
2170,9,0,0,0,0,1,0,1,0,0,0,b,17
2171,0,0,0,0,0,0,0,0,0,0,0,d,6
2172,1,0,0,0,0,0,0,0,1,0,0,d,6
2173,2,0,1,0,0,0,0,0,1,1,0,d,6
2174,3,0,0,0,0,0,0,0,1,0,1,d,6
2175,4,0,0,0,0,1,1,1,1,0,0,d,6
2176,5,0,0,1,0,0,1,0,1,0,1,d,6
2177,6,0,0,1,0,0,0,0,1,0,0,d,6
2178,7,0,0,1,0,0,0,0,1,0,0,d,6
2179,8,0,0,0,1,1,1,1,1,0,0,d,6
2180,9,0,0,0,0,0,0,0,0,0,0,d,6
2181,0,0,0,0,0,0,0,0,0,0,0,f,27
2182,1,0,0,0,0,1,1,1,0,1,0,f,27
2183,2,0,0,0,0,0,0,0,0,0,0,f,27
2184,3,1,1,0,0,1,0,1,1,0,0,f,27
2185,4,0,0,0,1,0,1,0,1,0,0,f,27
2186,5,0,0,0,0,1,0,0,0,0,0,f,27
2187,6,0,0,0,0,1,0,0,1,0,1,f,27
2188,7,0,0,0,0,1,0,0,0,0,0,f,27
2189,8,0,0,0,0,1,0,0,0,0,1,f,27
2190,9,0,0,0,0,0,0,0,0,0,1,f,27
2191,0,0,0,0,0,0,0,0,0,0,0,b,8
2192,1,0,0,1,0,0,0,0,0,0,0,b,8
2193,2,0,0,1,0,0,0,0,0,0,0,b,8
2194,3,0,0,1,0,0,1,0,0,1,0,b,8
2195,4,0,0,1,0,1,0,1,1,0,0,b,8
2196,5,0,0,1,0,0,0,0,1,0,0,b,8
2197,6,0,0,1,0,0,0,0,1,0,0,b,8
2198,7,0,0,0,0,0,0,0,1,0,0,b,8
2199,8,0,0,1,1,1,1,1,0,0,1,b,8
2200,9,0,1,0,0,0,0,0,0,0,0,b,8
2201,0,0,0,0,0,0,0,0,0,0,0,d,4
2202,1,0,0,0,0,0,1,0,1,0,0,d,4
2203,2,0,0,1,0,0,0,0,1,0,0,d,4
2204,3,0,0,0,0,0,0,0,1,0,0,d,4
2205,4,0,0,0,1,1,1,1,1,0,0,d,4
2206,5,0,0,1,0,0,0,0,1,0,1,d,4
2207,6,0,0,1,0,0,0,0,1,0,0,d,4
2208,7,0,0,1,0,0,0,0,1,0,0,d,4
2209,8,0,0,0,1,1,1,1,0,0,0,d,4
2210,9,0,0,0,0,0,0,0,0,0,0,d,4
2211,0,0,0,1,0,0,0,0,0,0,0,f,12
2212,1,0,0,0,0,0,1,1,0,0,1,f,12
2213,2,0,0,0,0,0,0,0,0,0,0,f,12
2214,3,0,0,0,0,1,0,1,0,0,0,f,12
2215,4,0,0,1,1,1,1,1,0,0,0,f,12
2216,5,0,0,0,0,1,0,0,0,1,0,f,12
2217,6,0,0,0,0,1,0,0,0,1,0,f,12
2218,7,0,0,0,0,1,1,0,0,0,1,f,12
2219,8,0,0,0,1,1,0,0,0,0,1,f,12
2220,9,0,0,0,0,1,0,0,0,0,1,f,12
2221,0,0,0,0,0,0,1,0,0,0,0,b,21
2222,1,0,0,1,0,0,0,0,0,0,0,b,21
2223,2,0,0,1,0,0,0,0,1,0,0,b,21
2224,3,0,0,1,1,0,1,0,0,0,0,b,21
2225,4,0,0,1,0,1,0,1,0,0,1,b,21
2226,5,0,0,1,1,0,0,0,1,0,0,b,21
2227,6,1,0,0,0,0,0,1,1,0,0,b,21
2228,7,0,0,1,0,0,0,0,0,0,0,b,21
2229,8,1,0,1,1,1,1,1,0,0,1,b,21
2230,9,0,0,0,1,0,0,0,0,0,0,b,21
2231,0,0,0,1,0,0,0,0,1,0,0,d,17
2232,1,0,0,0,0,0,0,0,1,0,0,d,17
2233,2,1,0,0,0,0,0,0,1,0,0,d,17
2234,3,0,0,0,0,0,0,0,1,1,0,d,17
2235,4,0,0,0,0,1,0,1,1,1,0,d,17
2236,5,0,0,1,0,0,0,0,1,1,1,d,17
2237,6,0,0,1,0,0,1,0,1,0,0,d,17
2238,7,0,0,1,0,0,0,1,1,0,0,d,17
2239,8,0,0,0,1,1,1,1,0,0,1,d,17
2240,9,0,1,0,0,0,0,0,0,1,0,d,17
2241,0,0,0,0,0,0,0,0,0,0,1,f,31
2242,1,0,1,0,0,0,1,0,1,0,1,f,31
2243,2,1,0,0,0,1,0,0,0,0,0,f,31
2244,3,0,1,0,0,1,0,0,0,0,0,f,31
2245,4,1,0,0,0,1,1,1,0,0,1,f,31
2246,5,0,0,0,1,1,0,0,0,0,1,f,31
2247,6,0,0,0,0,1,1,1,0,0,0,f,31
2248,7,0,0,1,0,1,0,0,0,1,0,f,31
2249,8,0,1,0,0,1,0,1,0,1,0,f,31
2250,9,0,0,0,0,1,1,0,0,1,0,f,31
2251,0,0,0,0,0,0,0,0,0,0,0,b,8
2252,1,0,0,1,0,0,0,0,1,0,0,b,8
2253,2,0,0,1,0,0,0,0,0,0,0,b,8
2254,3,0,0,1,0,0,1,0,0,0,0,b,8
2255,4,0,0,1,1,0,1,0,0,0,0,b,8
2256,5,0,0,1,0,0,0,0,1,0,0,b,8
2257,6,0,0,0,0,0,0,0,1,0,0,b,8
2258,7,1,0,1,1,0,0,0,1,0,0,b,8
2259,8,0,0,0,1,1,1,1,0,0,0,b,8
2260,9,0,0,0,0,0,0,0,0,0,0,b,8
2261,0,0,0,1,0,0,0,0,0,0,0,d,13
2262,1,0,0,1,0,0,0,0,0,0,1,d,13
2263,2,0,0,0,0,1,0,0,1,0,1,d,13
2264,3,0,0,0,0,1,0,0,1,0,0,d,13
2265,4,1,1,0,1,1,1,1,1,0,0,d,13
2266,5,0,0,1,0,0,0,0,1,0,0,d,13
2267,6,0,0,1,0,0,0,0,1,0,0,d,13
2268,7,0,0,1,0,0,1,0,1,0,0,d,13
2269,8,0,0,0,1,1,1,1,1,0,0,d,13
2270,9,0,0,0,0,1,0,0,0,0,0,d,13
2271,0,1,0,0,0,0,1,0,0,1,0,f,21
2272,1,0,0,0,1,0,1,1,0,0,0,f,21
2273,2,0,0,0,0,1,0,0,0,0,0,f,21
2274,3,0,0,0,0,1,0,0,0,1,0,f,21
2275,4,0,0,1,1,1,1,1,0,0,0,f,21
2276,5,0,0,0,0,1,0,0,0,0,0,f,21
2277,6,0,1,1,0,1,0,0,0,0,0,f,21
2278,7,0,1,1,0,1,1,0,0,0,0,f,21
2279,8,0,0,0,0,0,0,0,0,1,1,f,21
2280,9,0,0,1,1,0,1,0,0,1,0,f,21
2281,0,0,0,0,1,0,0,0,0,0,0,b,28
2282,1,0,1,1,0,0,0,0,1,0,1,b,28
2283,2,0,1,1,0,0,0,1,0,1,0,b,28
2284,3,0,1,1,0,1,0,0,0,0,0,b,28
2285,4,1,1,1,1,0,1,1,1,0,0,b,28
2286,5,0,0,1,0,0,0,0,1,0,0,b,28
2287,6,1,0,1,0,0,1,0,1,0,0,b,28
2288,7,0,0,1,0,0,0,1,0,1,0,b,28
2289,8,0,0,0,0,1,0,1,0,0,0,b,28
2290,9,0,0,1,0,0,0,0,0,0,0,b,28
2291,0,0,0,0,1,0,1,0,0,0,0,d,25
2292,1,0,1,0,1,0,0,1,1,0,0,d,25
2293,2,0,0,0,0,0,0,0,1,1,0,d,25
2294,3,0,0,0,0,0,0,0,1,0,0,d,25
2295,4,0,1,1,1,1,1,0,1,0,0,d,25
2296,5,0,1,1,0,0,1,0,1,0,0,d,25
2297,6,0,0,1,0,0,0,1,1,0,1,d,25
2298,7,0,0,1,0,1,1,0,1,0,1,d,25
2299,8,0,1,0,0,1,1,1,0,0,0,d,25
2300,9,1,1,0,0,0,0,0,0,0,0,d,25
2301,0,0,0,0,0,0,1,0,0,0,0,f,12
2302,1,0,0,0,0,0,1,0,0,0,0,f,12
2303,2,0,0,0,1,1,0,0,0,0,0,f,12
2304,3,0,0,0,0,1,0,0,0,0,1,f,12
2305,4,1,0,1,1,1,1,1,0,0,0,f,12
2306,5,0,1,0,0,1,0,0,0,0,0,f,12
2307,6,0,0,0,0,1,0,0,0,0,0,f,12
2308,7,0,0,0,0,1,1,0,0,0,1,f,12
2309,8,0,0,0,0,1,0,0,0,0,0,f,12
2310,9,0,0,0,0,0,0,0,0,0,0,f,12
2311,0,0,1,0,0,0,1,0,0,0,0,b,8
2312,1,0,0,1,0,0,0,0,0,0,0,b,8
2313,2,0,0,1,0,0,0,0,0,0,0,b,8
2314,3,0,0,1,0,0,0,0,1,0,0,b,8
2315,4,0,0,1,1,0,1,1,0,0,0,b,8
2316,5,0,1,1,0,0,0,0,1,0,0,b,8
2317,6,0,0,1,0,0,0,0,1,0,0,b,8
2318,7,0,0,1,0,0,0,0,1,0,0,b,8
2319,8,0,0,1,1,1,1,0,0,0,0,b,8
2320,9,0,0,0,0,0,0,0,0,0,0,b,8
2321,0,1,0,0,0,0,0,0,1,0,0,d,25
2322,1,0,0,0,0,0,0,0,1,0,1,d,25
2323,2,0,0,0,0,1,0,0,1,0,0,d,25
2324,3,0,0,0,0,0,0,0,1,0,1,d,25
2325,4,0,0,0,0,1,0,1,1,1,0,d,25
2326,5,0,0,0,0,1,0,0,1,0,0,d,25
2327,6,0,1,0,0,0,0,0,1,0,1,d,25
2328,7,0,1,1,0,0,0,0,1,1,0,d,25
2329,8,1,0,0,1,0,1,1,0,0,0,d,25
2330,9,0,0,0,0,0,0,1,0,0,0,d,25
2331,0,0,0,0,0,0,0,0,0,0,0,f,10
2332,1,1,0,0,0,0,1,1,0,0,0,f,10
2333,2,0,0,0,0,1,0,0,0,0,0,f,10
2334,3,0,0,0,1,1,0,0,0,0,0,f,10
2335,4,0,0,1,1,1,0,0,0,0,0,f,10
2336,5,0,0,0,0,1,0,0,0,0,0,f,10
2337,6,0,0,0,0,0,0,0,0,0,0,f,10
2338,7,0,0,0,0,0,0,0,0,0,0,f,10
2339,8,0,0,1,0,1,0,0,0,1,1,f,10
2340,9,0,0,0,0,0,0,0,0,0,1,f,10
2341,0,0,0,0,1,0,0,0,1,0,0,b,31
2342,1,0,0,0,0,0,0,0,0,0,1,b,31
2343,2,0,1,1,0,0,0,0,0,0,0,b,31
2344,3,0,0,1,1,1,0,0,1,0,1,b,31
2345,4,0,0,1,1,0,1,0,0,0,0,b,31
2346,5,0,0,1,0,0,0,0,1,0,1,b,31
2347,6,0,0,1,0,1,0,0,1,0,0,b,31
2348,7,0,0,1,0,0,0,1,1,0,0,b,31
2349,8,0,0,1,1,1,1,1,0,0,0,b,31
2350,9,0,0,0,0,0,0,0,0,0,1,b,31
2351,0,0,1,0,0,0,0,0,1,0,0,d,31
2352,1,0,0,0,0,1,0,1,1,0,0,d,31
2353,2,0,0,0,0,0,0,0,1,0,0,d,31
2354,3,0,0,0,0,0,0,0,1,0,0,d,31
2355,4,0,0,0,0,1,1,1,1,1,0,d,31
2356,5,0,0,0,0,0,0,0,1,0,0,d,31
2357,6,0,0,0,0,1,0,0,1,0,1,d,31
2358,7,0,0,1,0,0,0,1,1,1,0,d,31
2359,8,0,0,0,1,0,1,0,1,0,0,d,31
2360,9,1,1,0,1,0,1,0,1,0,0,d,31
2361,0,0,0,1,0,0,0,0,0,0,0,f,17
2362,1,0,0,0,0,0,1,1,1,0,0,f,17
2363,2,0,0,0,0,1,0,0,0,0,1,f,17
2364,3,0,0,0,0,1,0,1,0,0,1,f,17
2365,4,0,0,1,0,1,1,1,0,1,0,f,17
2366,5,0,0,0,0,1,0,0,1,1,0,f,17
2367,6,0,0,1,0,1,0,0,0,0,0,f,17
2368,7,0,0,0,0,1,0,0,1,0,1,f,17
2369,8,0,0,1,1,0,0,0,1,0,0,f,17
2370,9,0,0,0,1,0,0,0,0,0,0,f,17
2371,0,0,0,0,0,0,0,0,0,0,0,b,1
2372,1,0,0,1,0,0,0,0,0,0,0,b,1
2373,2,0,0,1,0,0,0,0,0,0,0,b,1
2374,3,0,0,1,0,0,0,1,0,0,0,b,1
2375,4,0,0,1,1,1,1,1,0,0,0,b,1
2376,5,0,0,1,0,0,0,0,1,0,0,b,1
2377,6,0,0,1,0,0,0,0,1,0,0,b,1
2378,7,0,0,1,0,0,0,0,1,0,0,b,1
2379,8,0,0,1,1,1,1,1,0,0,0,b,1
2380,9,0,0,0,0,0,0,0,0,0,0,b,1
2381,0,0,1,0,0,0,0,0,0,0,1,d,10
2382,1,0,0,1,0,0,0,0,1,0,1,d,10
2383,2,0,0,0,0,0,0,0,1,0,1,d,10
2384,3,0,0,0,0,0,0,0,1,0,0,d,10
2385,4,0,0,0,1,1,1,1,1,0,0,d,10
2386,5,0,0,1,0,0,0,0,1,0,0,d,10
2387,6,0,1,1,0,0,1,0,1,0,0,d,10
2388,7,1,1,1,0,0,0,0,1,0,0,d,10
2389,8,0,0,0,1,1,1,1,0,0,0,d,10
2390,9,0,0,0,0,0,0,0,0,0,0,d,10
2391,0,0,1,0,0,0,0,0,0,0,1,f,26
2392,1,0,1,0,0,1,1,1,0,0,0,f,26
2393,2,0,0,1,0,1,0,0,0,0,0,f,26
2394,3,0,0,1,1,1,0,0,0,1,0,f,26
2395,4,0,0,1,0,1,1,1,0,0,0,f,26
2396,5,1,0,1,1,1,0,1,0,0,0,f,26
2397,6,0,0,0,0,1,0,0,0,0,0,f,26
2398,7,0,0,0,1,1,0,0,0,0,1,f,26
2399,8,0,0,0,0,1,1,0,0,0,0,f,26
2400,9,0,0,0,0,0,0,0,0,1,1,f,26
2401,0,0,0,0,1,0,0,0,1,0,1,b,28
2402,1,0,0,0,1,0,0,1,1,1,0,b,28
2403,2,1,0,1,0,1,0,0,0,1,0,b,28
2404,3,1,1,1,1,0,1,0,0,0,0,b,28
2405,4,0,0,1,1,1,0,1,0,0,0,b,28
2406,5,0,0,1,1,0,0,0,1,0,0,b,28
2407,6,0,0,1,0,0,0,0,0,0,0,b,28
2408,7,0,1,1,0,0,0,0,1,0,1,b,28
2409,8,0,0,1,1,1,0,1,0,0,0,b,28
2410,9,0,0,0,0,0,0,0,0,0,1,b,28
2411,0,0,0,0,0,0,0,0,0,0,0,d,4
2412,1,0,0,0,0,0,0,0,1,0,1,d,4
2413,2,0,0,0,0,0,0,0,1,0,0,d,4
2414,3,0,0,0,0,0,0,0,1,0,0,d,4
2415,4,0,0,0,1,1,1,1,1,0,0,d,4
2416,5,0,0,1,0,0,0,0,1,0,0,d,4
2417,6,0,0,1,0,0,0,0,1,0,0,d,4
2418,7,0,0,1,1,0,0,0,1,0,0,d,4
2419,8,0,0,0,1,1,1,1,1,0,0,d,4
2420,9,0,0,0,0,0,0,1,0,0,1,d,4
2421,0,0,0,0,0,0,0,0,0,0,1,f,10
2422,1,0,0,0,0,0,1,1,0,0,1,f,10
2423,2,0,0,0,0,1,0,0,0,0,0,f,10
2424,3,0,0,1,0,1,0,0,0,0,0,f,10
2425,4,0,0,0,1,1,1,1,0,0,0,f,10
2426,5,0,0,0,0,1,0,0,0,0,0,f,10
2427,6,0,0,1,0,1,0,1,0,1,0,f,10
2428,7,0,0,0,0,1,0,0,0,1,1,f,10
2429,8,0,0,0,0,1,0,0,0,0,0,f,10
2430,9,0,0,0,0,0,0,1,0,0,0,f,10
2431,0,0,0,1,0,0,0,0,0,0,0,b,28
2432,1,0,0,0,1,1,0,0,0,0,0,b,28
2433,2,1,0,1,0,0,0,0,0,0,0,b,28
2434,3,0,0,1,0,0,1,0,0,0,0,b,28
2435,4,0,0,0,1,1,1,1,0,1,1,b,28
2436,5,1,0,1,0,0,0,0,1,0,0,b,28
2437,6,0,1,1,0,0,0,0,1,1,0,b,28
2438,7,0,1,1,0,1,0,0,0,0,0,b,28
2439,8,0,0,1,1,0,0,1,0,0,0,b,28
2440,9,0,0,0,1,0,0,0,1,1,0,b,28
2441,0,0,0,0,0,0,0,0,1,0,0,d,8
2442,1,0,0,0,0,0,0,0,1,0,0,d,8
2443,2,0,0,0,1,0,0,1,1,0,0,d,8
2444,3,0,0,0,0,0,0,0,0,0,0,d,8
2445,4,0,0,0,1,1,1,1,1,0,0,d,8
2446,5,0,0,1,0,0,0,0,1,0,1,d,8
2447,6,0,0,1,0,0,0,0,1,0,0,d,8
2448,7,0,0,1,0,0,0,1,1,0,1,d,8
2449,8,0,0,0,1,1,1,1,1,0,0,d,8
2450,9,0,0,0,1,0,0,0,0,0,0,d,8
2451,0,0,1,0,0,0,1,1,0,0,0,f,28
2452,1,0,0,0,0,0,1,1,1,0,0,f,28
2453,2,0,0,1,0,1,1,0,0,1,0,f,28
2454,3,1,1,0,0,0,0,1,0,0,0,f,28
2455,4,1,0,1,1,1,1,0,0,0,0,f,28
2456,5,0,0,0,0,0,1,0,1,1,1,f,28
2457,6,1,0,0,0,1,0,0,1,0,0,f,28
2458,7,1,1,0,0,1,0,0,1,1,0,f,28
2459,8,0,0,0,0,0,1,0,0,0,0,f,28
2460,9,0,0,0,0,0,0,1,1,0,0,f,28
2461,0,0,0,0,0,0,0,0,0,0,0,b,2
2462,1,0,0,1,0,0,0,0,0,0,0,b,2
2463,2,0,0,1,1,0,0,0,0,0,0,b,2
2464,3,1,0,1,0,0,0,0,0,0,0,b,2
2465,4,0,0,1,1,1,1,1,0,0,0,b,2
2466,5,0,0,1,0,0,0,0,1,0,0,b,2
2467,6,0,0,1,0,0,0,0,1,0,0,b,2
2468,7,0,0,1,0,0,0,0,1,0,0,b,2
2469,8,0,0,1,1,1,1,1,0,0,0,b,2
2470,9,0,0,0,0,0,0,0,0,0,0,b,2
2471,0,0,0,0,0,0,0,0,0,0,0,d,10
2472,1,0,0,0,0,0,1,0,1,1,0,d,10
2473,2,0,1,0,0,0,0,0,1,0,0,d,10
2474,3,0,0,0,0,0,0,0,1,0,0,d,10
2475,4,0,0,0,1,1,0,1,1,0,0,d,10
2476,5,1,1,1,0,0,0,0,1,0,0,d,10
2477,6,0,0,0,0,0,0,0,1,0,0,d,10
2478,7,0,0,1,0,0,0,1,1,0,0,d,10
2479,8,0,0,0,1,1,1,1,1,0,0,d,10
2480,9,0,0,0,0,0,1,0,0,0,1,d,10
2481,0,0,0,0,0,0,0,0,0,0,0,f,1
2482,1,0,0,0,0,0,1,1,0,0,0,f,1
2483,2,0,0,0,0,1,0,0,0,0,0,f,1
2484,3,0,0,0,0,1,0,0,0,0,0,f,1
2485,4,0,0,1,1,1,1,1,0,0,0,f,1
2486,5,0,0,0,0,1,0,0,0,0,0,f,1
2487,6,0,0,0,0,1,0,0,0,0,0,f,1
2488,7,0,0,0,0,1,0,0,0,0,0,f,1
2489,8,0,0,0,0,0,0,0,0,0,0,f,1
2490,9,0,0,0,0,0,0,0,0,0,0,f,1
2491,0,0,0,0,0,0,0,0,0,0,0,b,6
2492,1,0,0,1,0,0,0,1,0,0,0,b,6
2493,2,0,0,0,0,0,1,0,0,0,0,b,6
2494,3,0,0,1,0,0,0,0,0,0,0,b,6
2495,4,0,0,1,1,1,1,1,0,0,0,b,6
2496,5,0,0,1,0,0,0,0,1,0,0,b,6
2497,6,0,0,1,0,0,0,0,1,0,0,b,6
2498,7,0,0,1,0,0,0,0,1,0,0,b,6
2499,8,0,0,0,1,1,1,1,0,1,0,b,6
2500,9,0,0,0,0,0,0,0,0,1,0,b,6
2501,0,0,0,0,0,0,0,0,0,0,0,d,2
2502,1,0,0,0,0,0,0,0,1,0,0,d,2
2503,2,0,0,1,0,0,0,0,1,0,0,d,2
2504,3,0,0,0,0,0,0,0,1,0,0,d,2
2505,4,0,0,0,1,1,1,1,1,0,0,d,2
2506,5,0,0,1,0,0,0,0,1,0,0,d,2
2507,6,0,0,1,0,0,0,0,1,0,0,d,2
2508,7,0,0,1,0,0,0,0,1,0,0,d,2
2509,8,0,0,0,1,1,1,1,0,0,0,d,2
2510,9,0,0,0,0,0,0,0,0,0,0,d,2
2511,0,0,0,0,0,0,1,0,0,0,1,f,31
2512,1,0,1,1,1,0,1,1,0,0,1,f,31
2513,2,0,0,0,1,0,0,0,0,0,0,f,31
2514,3,0,1,1,0,1,1,0,0,0,0,f,31
2515,4,0,0,1,1,1,1,1,0,0,0,f,31
2516,5,0,0,0,0,1,0,1,0,0,0,f,31
2517,6,0,0,1,0,0,0,0,0,0,1,f,31
2518,7,0,1,0,0,1,1,0,0,0,0,f,31
2519,8,1,0,0,0,0,0,0,0,0,1,f,31
2520,9,0,0,0,0,0,0,0,0,0,1,f,31
2521,0,0,0,0,0,0,1,0,0,0,0,b,3
2522,1,0,0,1,0,0,0,0,0,0,0,b,3
2523,2,0,0,1,0,0,0,0,0,0,0,b,3
2524,3,0,0,1,0,0,0,0,0,0,0,b,3
2525,4,0,0,1,1,1,1,1,0,0,0,b,3
2526,5,0,0,1,0,0,0,0,1,0,0,b,3
2527,6,0,0,1,0,0,0,0,1,0,0,b,3
2528,7,0,0,1,0,0,0,0,1,0,0,b,3
2529,8,0,0,1,1,1,1,1,0,0,0,b,3
2530,9,0,1,0,0,0,0,0,0,0,1,b,3
2531,0,1,0,1,0,1,0,0,0,0,0,d,23
2532,1,0,0,0,0,0,0,1,1,0,1,d,23
2533,2,0,0,1,1,0,0,1,1,0,0,d,23
2534,3,0,0,0,0,0,0,0,0,0,0,d,23
2535,4,1,0,1,1,1,1,1,1,0,0,d,23
2536,5,0,0,1,0,0,0,0,1,0,0,d,23
2537,6,0,0,1,0,0,0,0,1,0,1,d,23
2538,7,0,0,1,0,0,0,1,0,0,0,d,23
2539,8,0,0,0,0,1,1,0,1,1,1,d,23
2540,9,0,0,0,0,0,1,1,0,1,0,d,23
2541,0,0,0,0,1,0,1,0,1,0,0,f,26
2542,1,1,0,0,0,1,0,1,0,0,1,f,26
2543,2,0,0,0,1,0,0,0,0,0,0,f,26
2544,3,0,0,1,0,1,0,1,0,0,0,f,26
2545,4,1,0,1,1,1,1,1,0,0,0,f,26
2546,5,0,0,0,0,1,0,1,1,0,0,f,26
2547,6,0,0,0,0,1,0,0,0,1,0,f,26
2548,7,0,0,0,0,1,0,0,0,0,0,f,26
2549,8,0,0,1,0,1,0,1,0,0,1,f,26
2550,9,0,0,0,0,0,0,0,0,1,1,f,26
2551,0,0,0,0,0,0,0,0,0,0,0,b,2
2552,1,0,0,1,0,0,0,0,0,0,0,b,2
2553,2,0,0,1,0,0,0,0,1,0,0,b,2
2554,3,0,0,1,0,0,0,0,0,0,0,b,2
2555,4,0,0,1,1,1,1,1,0,0,0,b,2
2556,5,0,0,1,0,0,0,0,1,0,0,b,2
2557,6,0,0,1,0,0,0,0,1,0,0,b,2
2558,7,0,0,1,0,0,0,1,1,0,0,b,2
2559,8,0,0,1,1,1,1,1,0,0,0,b,2
2560,9,0,0,0,0,0,0,0,0,0,0,b,2
2561,0,1,0,0,0,0,0,1,0,0,0,d,6
2562,1,0,0,0,0,0,0,0,1,0,0,d,6
2563,2,0,0,0,0,0,1,0,1,0,0,d,6
2564,3,0,0,0,0,0,0,0,1,0,0,d,6
2565,4,0,0,0,1,1,1,1,1,0,0,d,6
2566,5,0,0,1,0,0,0,0,1,0,0,d,6
2567,6,0,0,1,0,0,0,0,1,0,0,d,6
2568,7,1,0,1,0,0,0,0,1,0,0,d,6
2569,8,0,0,1,1,1,1,1,1,0,0,d,6
2570,9,0,0,0,0,0,0,0,1,0,0,d,6
2571,0,0,0,0,0,0,0,0,1,1,0,f,24
